text,trans
よし！　これからもみんなに喜んでもらえるように\r\nばりばり頑張るたい！,좋아! 앞으로도 모두를 기쁘게 할 수 있도록\r\n겁나겁나 노력할 거여!
お疲れ様。リラックスしてていい感じだったぞ,수고 했어. 릴랙스하고 있어서 좋은 느낌이었어
当然だと思いますー\r\nこれくらいで緊張なんてしませんよー,당연하다고 생각해요ー\r\n이 정도로 긴장 같은 거 하지 않는다구요ー
さすが摩美々だな。でも、上手くいったとはいえ、\r\nいろいろと勉強になることもあったんじゃないか？,"역시 마미미구나. 하지만, 능숙하게 해냈다고는 해도,\r\n여러가지 공부가 된 것도 있지 않았니?"
どうでしょうねー？\r\n個性的な人がいっぱいいるのは、悪くないと思いましたケド,"어떠려나요―?\r\n개성적인 사람이 잔뜩 있는 건, 나쁘지 않다고 생각하는데요"
そうか。だけどその中でも\r\n自分を貫いていた摩美々が、１番個性的だったよ,"그런가. 하지만 그 중에서도\r\n자신을 관철하고 있던 마미미가, 가장 개성적이었어"
……面白い理由ですねー\r\n相変わらずプロデューサー、変わってますー,"……재미있는 이유네요―\r\n여전히 프로듀서는, 별나네요―"
そうかな？　自分ではそうは思わないんだが……,그럴까? 스스로는 그렇게 생각하지 않지만……
自分じゃ気づかないことって、ありますよねー,"자기는 눈치채지 못하는 것이란 게, 있는 거네요―"
まぁでも……変わった人を見て参考になる、\r\nなんてこともー、あるかもしれませんねー,"뭐 그치만…… 별난 사람을 보면 참고가 된다,\r\n같은 것도―, 있을지도 모르겠네요ー"
上出来だったな、摩美々！,"훌륭했어, 마미미!"
……大げさすぎませんかぁ？,……너무 과장하시는 거 아닌가요오?
そんなことないぞ。お客さんの反応もすごく良かったから\r\n今日の出演でファンが増えたんじゃないか？,그렇지 않아. 관객분들의 반응도 굉장히 좋았으니까\r\n오늘 출연으로 팬이 증가하지 않았을까?
ファン……なんだか不思議ですよねー,팬…… 왠지 신기하네요―
私は全然アイドルらしくないし、\r\nテキトーにやってるだけなのにー,"저는 전혀 아이돌 같지도 않고, \r\n적당하게 하고 있을 뿐인데―"
そんなふうに周りを気にしないで、\r\n自分のペースを崩さない摩美々の姿がみんな好きなんだよ,"그런 식으로 주위를 신경쓰지 않고,\r\n자신의 페이스를 무너뜨리지 않는 마미미의 모습을 모두 좋아하는 거야"
テキトーにしている私を好きになるのはぁ、\r\nみんなの自由ですケド,"적당하게 하고 있는 저를 좋아해 주는 건,\r\n모두의 자유입니다만"
私を見てくれてる人がいるのは……\r\nうれしいかな……,저를 봐 주고 있는 사람이 있는 건……\r\n기쁘다고 할까……
お疲れ様、咲耶。良かったぞ,"수고했어, 사쿠야. 괜찮던걸"
ありがとう\r\n自分で言うのもなんだけど、良くできたと思うよ,"고마워\r\n스스로 말하는 것도 뭐 하지만, 잘 했다고 생각해"
みんなも、楽しんでくれるといいのだけれど……,"모두도, 즐겨준다면 좋겠지만……"
きっとみんな楽しんでくれるさ\r\n次も、今日みたいに頑張ろうな,"분명 모두 즐기고 있을거야\r\n다음에도, 오늘처럼 열심히 하자"
ああ。もっともっとみんなに楽しんでもらうために、\r\n精一杯やらせてもらうよ,"그래. 더더욱 모두가 즐길 수 있도록,\r\n있는 힘껏 하도록 할게"
お疲れ様、咲耶\r\nすごくいいパフォーマンスだったぞ！,"수고했어, 사쿠야\r\n굉장히 좋은 퍼포먼스였어!"
みんな、とてもいい笑顔でうれしかったよ\r\nテレビの前の人たちも喜んでくれるパフォーマンスができた,"모두, 무척 좋은 미소를 짓고 있어서 기뻤어\r\nTV의 앞의 사람들도 기뻐해 줄만한 퍼포먼스를 할 수 있었어"
ああ、\r\n間違いなく、みんな喜んでくれるさ,"응, \r\n틀림없이, 모두 기뻐해 줄 거야"
クス。アナタの笑顔も見られてうれしいよ,후훗. 당신의 미소도 볼 수 있어서 기뻐
これからもみんなの笑顔のために頑張りたいな\r\nアナタも、私のことを手伝ってくれるかい？,"앞으로도 모두의 미소를 위해 노력하고 싶어\r\n당신도, 내 일을 도와줄 수 있을까?"
ああ、全力でサポートするぞ！,"그럼, 전력으로 서포트할게!"
結華、お疲れ様\r\n今日の収録はどうだった？,"유이카, 수고했어\r\n오늘 녹화현장은 어땠어?"
えへへー！　楽しかったよ！\r\n今までテレビで見てた世界に飛び込んだ感じでさぁ,에헤헤ー! 즐거웠어! \r\n지금까지 TV로 보고 있었던 세계에 뛰어든 느낌이라 말야
でもね、正直なところ、\r\n三峰まだまだ改善点が多かった……！,"그치만, 솔직히,\r\n미츠미네는 아직 개선해야 할 점이 많았어……!"
カメラあると動き固くなっちゃうし、目線向けるのも\r\n頭使わなきゃだし、笑顔強張りそうだったし！,"카메라가 있으면 움직임이 딱딱해져 버리고, 시선 향하는 것도\r\n머리를 써야 하고, 미소도 굳어버릴 것 같았으니까!"
そうか、なるほど\r\n終わってすぐ反省ができているのは大事なことだな,"그런가, 과연\r\n끝나자마자 반성하는 것은 중요하지"
……でも、それだけか？\r\n俺は良かったと思ったところ、いっぱいあるぞ,"……하지만, 그것뿐이야? \r\n나는 잘했다고 생각한 곳, 잔뜩 있는데"
……Ｐたんったら、三峰の判定甘めじゃない？　\r\nそんなんじゃ調子に乗っちゃうよ？,"……P땅도 참, 미츠미네의 판정 무르지 않아? \r\n그러면 우쭐해져 버린다구?"
でも……そうだね\r\n結構頑張った！　し、上手くいった！　と思う！,"하지만…… 그렇지\r\n상당히 열심히 했! 고, 능숙하게 했다! 고 생각해!"
これもプロデューサーのおかげだよ、ありがとね！,"이것도 프로듀서의 덕분이야, 고마워!"
ねーねープロデューサー、\r\n今日は三峰、頑張ったんじゃないかな？,"저기 저기 프로듀서, \r\n오늘의 미츠미네, 열심히 한 거 아닐까?"
プロデューサー的にも、褒めちゃう案件なのでは？,"프로듀서적으로도, 칭찬해버릴 안건이지 않아?"
そうだな。普段からの努力の成果だ,그렇네. 평소부터 해온 노력의 성과네
ありゃ？　そこは、慢心しないでレッスンあるのみ！\nって熱血系で忠告のパターンじゃないの？,"어라? 거기는, 자만하지 말고 레슨만이 있을 뿐! \r\n하고 열혈계로 충고하는 패턴 아냐?"
結華が慢心してないのはよく知ってるからなぁ,유이카가 자만하지 않는다는 건 잘 알고 있으니까 말야
おっと……\r\nなかなか結構な褒め言葉だね,어이쿠……\r\n꽤나 훌륭한 칭찬이네
本当のことだからな,사실이니까
……そっか。……ふふ。三峰、味しめちゃったかも\r\nもっと褒めてもらえるように頑張らなきゃだね,"…… 그런가. …… 후후. 미츠미네, 중독돼 버릴지도\r\n좀 더 칭찬받을 수 있도록 노력해야겠네"
三峰のさらなる活躍に乞うご期待！　ってことで！\r\nしっかり見ててね？　プロデューサー！,미츠미네의 더 많은 활약을 기대해 주시길! 이란 걸로! \r\n똑똑히 지켜봐 줘? 프로듀서!
ああ、楽しみにしてるぞ,"그래, 기대하고 있을게"
あ、あの、プロデューサーさん……\r\nわたし……ちゃんとカメラに映れてましたか……？,"저, 저기, 프로듀서님……\r\n저…… 제대로 카메라에 비춰졌었나요……?"
緊張で……喋れなくて……\r\nそ、存在感……ありませんでしたよね……,"긴장해서…… 말을 잘 할 수가 없어서……\r\n조, 존재감……없었던 거죠……"
はは、大丈夫。ちゃんとカメラに映ってたし、\r\n質問だってきちんと答えてたじゃないか,"하하, 괜찮아. 제대로 카메라에 비춰졌고,\n질문도 확실히 대답했잖니"
俺は、上出来だと思ってるよ,"나는, 성과가 좋았다고 생각해"
……よかった……,……다행이다……
それに、たくさん話せば目立つってわけじゃないんだ\r\n霧子は……他の出演者をちゃんと立ててる,"게다가, 많이 이야기를 한다고 눈에 띄는 건 아니야\r\n키리코는…… 다른 출연자들에게 확실히 존재감을 보여줬어"
みんな、霧子のおかげで気持ちよく収録できたはずだし、\r\nその雰囲気は、ちゃんとカメラが捉えてるぞ！,"모두, 키리코 덕분에 기분 좋게 녹화를 진행할 수 있었을 거고,\r\n그 분위기는, 빠짐 없이 카메라가 포착했다구!"
は……はい……！,네…… 네……!
このまま行こう。霧子は霧子らしく\r\nやっていけばいいんだ,이대로 가자. 키리코는 키리코답게\r\n해 나가면 돼
プロデューサーさん……\r\nはい……がんばってみます……！,프로듀서님……\r\n네…… 노력해 볼게요……!
今回は、わたし……カメラのレンズさんとも……\r\n仲良くできた気がします……♪,"이번엔, 저…… 카메라의 렌즈 씨와도……\r\n사이 좋게 했단 기분이 들어요……♪"
レンズと……仲良く？,렌즈와…… 사이 좋게?
その……\r\nお客さんが入らない収録だと……,그……\r\n관객이 들어오지 않는 수록이라면……
誰に気持ちを届けたらいいか、\r\nわからなくなってしまうので……,"누구에게 기분을 전하면 좋을지, \r\n잘 모르게 되어 버려서……"
だから、いつもわたしを映してくれてる……\r\nカメラのレンズさんに、ありがとうって伝えたんです……！,"그러니까, 항상 저를 비춰 주고 있는……\r\n카메라의 렌즈 씨에게, 고마워요라고 전한 거예요……!"
はは、なるほどなぁ……,"하하, 과연……"
そうだな、霧子\r\nレンズは、その向こうにいる人たちの目ときっと一緒だ,"그렇구나, 키리코\r\n렌즈는, 저 너머에 있는 사람들의 눈하고 분명 같아"
